Title;Journal Name;Open Access;Bibcode
Accelerating model evaluations in uncertainty propagation on tensor grids using computational graph transformations; Aerospace Science and Technology; True; 2024AeST..14508843W
Impact of localization and inflation on geomagnetic data assimilation; Physics of the Earth and Planetary Interiors; True; 2024PEPI..35507237G
Hf–W isotope systematics of bulk chondrites: Implications for early Solar System evolution; Geochimica et Cosmochimica Acta; True; 2024GeCoA.387...38H
Unobscured radio-quiet active galactic nuclei under the eyes of IXPE; Memorie della Societa Astronomica Italiana; True; 2024MmSAI..95a..27G
Estimation of sunflower planted areas in Ukraine during full-scale Russian invasion: Insights from Sentinel-1 SAR data; Science of Remote Sensing; True; 2024SciRS..1000139Q
Simulated galactic cosmic radiation-induced cancer progression in mice; Life Sciences in Space Research; True; 2024LSSR...41...43L
The giant outburst of EXO 2030+375. II. Broadband spectroscopy and evolution; Astronomy and Astrophysics; True; 2024A&A...688A.214B
Using JADES NIRCam photometry to investigate the dependence of stellar mass inferences on the IMF in the early universe; Proceedings of the National Academy of Science; True; 2024PNAS..12117375W
The putative center in NGC 1052; Astronomy and Astrophysics; True; 2024A&A...692A.205B
A Data-driven Magnetohydrodynamic Simulation of the 2011 February 15 Coronal Mass Ejection from Active Region NOAA 11158; The Astrophysical Journal; True; 2024ApJ...975..206F
Periodic Gamma-Ray Modulation of the Blazar PG 1553+113 Confirmed by Fermi-LAT and Multiwavelength Observations; The Astrophysical Journal; True; 2024ApJ...976..203A
The Passage of the Solar System through the Edge of the Local Bubble; The Astrophysical Journal; True; 2024ApJ...972..201O
A Comprehensive Investigation of Gamma-Ray Burst Afterglows Detected by TESS; The Astrophysical Journal; True; 2024ApJ...963...89R
Gliese 12 b, a temperate Earth-sized planet at 12 parsecs discovered with TESS and CHEOPS; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.531.1276D
PRIMASS near-infrared study of the Erigone collisional family; Icarus; False; 2024Icar..41215973H
Evidence of Sulfate-Rich Fluid Alteration in Jezero Crater Floor, Mars; Journal of Geophysical Research (Planets); True; 2024JGRE..12907989S
Earth's Alfvén Wings Driven by the April 2023 Coronal Mass Ejection; Geophysical Research Letters; True; 2024GeoRL..5108894C
Coronal line emitters are tidal disruption events in gas-rich environments; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.528.4775H
MEDEA: A New Model for Emulating Radio Antenna Beam Patterns for 21 cm Cosmology and Antenna Design Studies; The Astrophysical Journal; True; 2024ApJ...975...36H
Spectro-photometric follow-up of the outbursting AM CVn system ASASSN-21br; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.532.4205P
Detectability of Solar Panels as a Technosignature; The Astrophysical Journal; True; 2024ApJ...967..119K
Radiative Particle-in-Cell Simulations of Turbulent Comptonization in Magnetized Black-Hole Coronae; Physical Review Letters; True; 2024PhRvL.132h5202G
Differences between Stable and Unstable Architectures of Compact Planetary Systems; The Astronomical Journal; True; 2024AJ....167..271V
Three-dimensional textures of Ryugu samples and their implications for the evolution of aqueous alteration in the Ryugu parent body; Geochimica et Cosmochimica Acta; True; 2024GeCoA.375..146T
MIRI MRS Observations of β Pictoris. I. The Inner Dust, the Planet, and the Gas; The Astrophysical Journal; True; 2024ApJ...964..168W
Line Profiles of Forbidden Emission Lines and What They Can Tell Us About Protoplanetary Disk Winds; The Astrophysical Journal; True; 2024ApJ...961..122N
SuperSynthIA: Physics-ready Full-disk Vector Magnetograms from HMI, Hinode, and Machine Learning; The Astrophysical Journal; True; 2024ApJ...970..168W
The structure and dynamics of massive high-z cosmic-web filaments: three radial zones in filament cross-sections; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.52711256L
Evolution of Semiconvective Staircases in Rotating Flows: Consequences for Fuzzy Cores in Giant Planets; The Astrophysical Journal; True; 2024ApJ...975L...1F
Uranus and Neptune as methane planets: Producing icy giants from refractory planetesimals; Icarus; True; 2024Icar..42116217M
Orbital and Absolute Magnitude Distribution of Jupiter Trojans; The Astronomical Journal; True; 2024AJ....167..138V
Shockingly Bright Warm Carbon Monoxide Molecular Features in the Supernova Remnant Cassiopeia A Revealed by JWST; The Astrophysical Journal; True; 2024ApJ...969L...9R
The K2 and TESS Synergy. III. Search and Rescue of the Lost Ephemeris for K2's First Planet; The Astronomical Journal; True; 2024AJ....168..161T
Very Extended Ionized Gas Discovered around NGC 1068 with the Circumgalactic Hα Spectrograph; The Astrophysical Journal; True; 2024ApJ...974..161M
Terrestrial and Martian space weather: A complex systems approach; Journal of Atmospheric and Solar-Terrestrial Physics; True; 2024JASTP.25906253C
Shape recovery simulation of viscoelastic thin-ply composite coilable booms; Acta Astronautica; False; 2024AcAau.215..607H
A Comprehensive Study of Thermonuclear X-Ray Bursts from 4U 1820–30 with NICER: Accretion Disk Interactions and a Candidate Burst Oscillation; The Astrophysical Journal; True; 2024ApJ...975...67J
Constraining Possible γ-Ray Burst Emission from GW230529 Using Swift-BAT and Fermi-GBM; The Astrophysical Journal; True; 2024ApJ...970L..20R
The XRISM first-light observation: Velocity structure and thermal properties of the supernova remnant N 132D; Publications of the Astronomical Society of Japan; True; 2024PASJ...76.1186X
Plasma Motions and Compressive Wave Energetics in the Solar Corona and Solar Wind from Radio Wave Scattering Observations; The Astrophysical Journal; True; 2024ApJ...968...72A
SmallSat Technology Accelerated Maturation Platform-1: a proposal to advance ultraviolet science, workforce, and technology for the Habitable Worlds Observatory; Journal of Astronomical Telescopes, Instruments, and Systems; True; 2024JATIS..10c4004F
Confirmation of a Sub-Saturn-size Transiting Exoplanet Orbiting a G Dwarf: TOI-1194 b and a Very Low Mass Companion Star: TOI-1251 B from TESS; Research in Astronomy and Astrophysics; False; 2024RAA....24c5012W
X-Ray Emission of Nearby Low-mass and Sunlike Stars with Directly Imageable Habitable Zones; The Astrophysical Journal Supplement Series; True; 2024ApJS..275....1B
Studying geometry of the ultraluminous X-ray pulsar Swift J0243.6+6124 using X-ray and optical polarimetry; Astronomy and Astrophysics; True; 2024A&A...691A.123P
The role of Pluto's ocean's salinity in supporting nitrogen ice loads within the Sputnik Planitia basin; Icarus; False; 2024Icar..41215968M
Mediation of collisionless turbulent dissipation through cyclotron resonance; Nature Astronomy; True; 2024NatAs...8..482B
Streaming Instability and Turbulence: Conditions for Planetesimal Formation; The Astrophysical Journal; True; 2024ApJ...969..130L
Probing the Dust Grain Alignment Mechanisms in Spiral Galaxies with M51 as the Case Study; The Astrophysical Journal; True; 2024ApJ...975..119L
A physical survey of meteoroid streams: Comparing cometary reservoirs; Icarus; True; 2024Icar..41015907B
Think like a team: Shared mental models predict creativity and problem-solving in space analogs; Acta Astronautica; False; 2024AcAau.214..701D
Emission lines due to ionizing radiation from a compact object in the remnant of Supernova 1987A; Science; True; 2024Sci...383..898F
Paths to robust exoplanet science yield margin for the Habitable Worlds Observatory; Journal of Astronomical Telescopes, Instruments, and Systems; True; 2024JATIS..10c4006S
Global Effect of New Active Regions on Coronal Holes and Their Wind Streams; The Astrophysical Journal; True; 2024ApJ...972..107W
Testing MOND on Small Bodies in the Remote Solar System; The Astrophysical Journal; True; 2024ApJ...968...47V
On the origin of Holocene sea-level transgressions in formerly glaciated regions; Quaternary Science Reviews; True; 2024QSRv..34508986C
Particle Clustering in Turbulence: Prediction of Spatial and Statistical Properties with Deep Learning; The Astrophysical Journal; True; 2024ApJ...960...19C
Methods for the Detection of Stellar Rotation Periods in Individual TESS Sectors and Results from the Prime Mission; The Astronomical Journal; True; 2024AJ....167..189C
Noise-aware and equitable urban air traffic management: An optimization approach; Transportation Research Part C: Emerging Technologies; True; 2024TRPC..16504740G
Seasonal Variation of Saturn's Lyα Brightness; The Astrophysical Journal; True; 2024ApJ...971...89S
Resonance of Low-frequency Electromagnetic and Ion-sound Modes in the Solar Wind; The Astrophysical Journal; True; 2024ApJ...967L..31V
Superfluid Spin-up: Three-dimensional Simulations of Post-glitch Dynamics in Neutron Star Cores; The Astrophysical Journal; True; 2024ApJ...974..300F
The giant outburst of EXO 2030+375. I. Spectral and pulse profile evolution; Astronomy and Astrophysics; True; 2024A&A...688A.213T
Inferring the Interstellar Magnetic Field Direction from Energetic Neutral Atom Observations of the Heliotail; The Astrophysical Journal; True; 2024ApJ...967L..12K
Indirect optimal control techniques for multimode propulsion mission design; Acta Astronautica; True; 2024AcAau.223..759C
Compositional analysis of Apollo 12 Granitic Breccia 12013: Insights into protoliths and formation; Geochimica et Cosmochimica Acta; True; 2024GeCoA.367..189V
JWST Thermal Emission of the Terrestrial Exoplanet GJ 1132b; The Astrophysical Journal; True; 2024ApJ...973L...8X
Automated astronaut traverses with minimum metabolic workload: Accessing permanently shadowed regions near the lunar south pole; Acta Astronautica; True; 2024AcAau.214..324P
Comet 81P/Wild 2 dust impactors of Stardust turnip-like tracks analogous to cluster IDPs; Geochimica et Cosmochimica Acta; False; 2024GeCoA.371..214Z
Mapping out the parameter space for photoevaporation and core-powered mass-loss; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.528.1615O
Correlation of Coronal Mass Ejection Shock Temperature with Solar Energetic Particle Intensity; The Astrophysical Journal; True; 2024ApJ...964..114C
Mapping thermal emission in the synchrotron-dominated supernova remnants G330.2+1.0, 3C58, and RX J1713.7-3946; Astronomy and Astrophysics; True; 2024A&A...683A.197P
The TESS─Keck Survey. XIX. A Warm Transiting Sub-Saturn-mass Planet and a Nontransiting Saturn-mass Planet Orbiting a Solar Analog; The Astronomical Journal; True; 2024AJ....167..151H
Surface chemistry, water adsorption/desorption, and electrostatic charging behavior of display glass panel: Effect of rinsing solution pH; Applied Surface Science; False; 2024ApSS..65159204L
Exploring the Effects of Stellar Magnetism on the Potential Habitability of Exoplanets; The Astrophysical Journal; True; 2024ApJ...969..147A
Evaluation of PlanetScope-detected plant-specific phenology using infrared-enabled PhenoCam observations in semi-arid ecosystems; ISPRS Journal of Photogrammetry and Remote Sensing; False; 2024JPRS..210..242L
Combined JWST–MUSE Integral Field Spectroscopy of the Most Luminous Quasar in the Local Universe, PDS 456; The Astrophysical Journal; True; 2024ApJ...976..240S
Project Dinos I: A joint lensing-dynamics constraint on the deviation from the power law in the mass profile of massive ellipticals; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.530.1474T
Assessing the Observability of Deep Meridional Flow Cells in the Solar Interior; The Astrophysical Journal; True; 2024ApJ...961...78F
Fundamental scaling relationships revealed in the optical light curves of tidal disruption events; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.527.2452M
On the reachability and genesis of water ice on the Moon; ISPRS Journal of Photogrammetry and Remote Sensing; True; 2024JPRS..211..392C
Radar and Optical Observations and Physical Modeling of Binary Near-Earth Asteroid 2018 EB; The Planetary Science Journal; True; 2024PSJ.....5..123B
Sunyaev–Zeldovich Signals from L* Galaxies: Observations, Analytics, and Simulations; The Astrophysical Journal; True; 2024ApJ...974..291O
No Evidence for a Metallicity-dependent Enhancement of Distant Giant Companions to Close-in Small Planets in the California Legacy Survey; The Astronomical Journal; True; 2024AJ....168..268V
