,DOI,Publisher,Funders,Funder Id,RoRID (Funder),Author(s),Article Title,Journal Name,Online Publication Date,Print Publication Date,Last Audited On,Publicly Accessible On Publisher Site,License Type,License URL,Reuse License Start Date,Agency Portal URL,Type,Added,Updated,ORCID,Grant ID,Archived,Datasets,CHORUS Verified OA,Audit Source,Funder Source
3275,10.1093/mnras/stae398,Oxford University Press (OUP),AAO;ARC;ERC;NRF;NASA;NSF,10.13039/100011151;10.13039/501100000923;10.13039/100010663;10.13039/100007431;10.13039/100000104;10.13039/100000001,https://ror.org/02858hr49;https://ror.org/05mmh0f86;https://ror.org/0472cxd90;https://ror.org/05exfab56;https://ror.org/027ka1x80;https://ror.org/021nxhr62,Barsanti Stefania;Bland-Hawthorn Joss;Brough Sarah;Bryant Julia J;Casura Sarah;Croom Scott M;D’Eugenio Francesco;Goodwin Michael;Lorente Nuria;Oh Sree;Remus Rhea-Silvia;Ristea Andrei;Rutherford Tomas H;Valenzuela Lucas M;Vaughan Sam P;Zovaro Henry R M;van de Sande Jesse,The SAMI Galaxy Survey: using tidal streams and shells to trace the dynamical evolution of massive galaxies,Monthly Notices of the Royal Astronomical Society,2024-07-02,2024-06-03,18/7/2025,,vor,https://creativecommons.org/licenses/by/4.0/,08/02/2024,,journal-article,7/3/2024,17/4/2024,,FF0776384;CE170100013;CE110001020;LE130100198;DE200100461;FT180100231;683184;2020R1A2C3003769;RS-2023-00214057;NNX08AR22G;AST-1238877,Yes,,Unknown,,Crossref
3276,10.1093/mnras/stae084,Oxford University Press (OUP),ESA;European Research Council;European Union;Generalitat Valenciana;Ministry of Science and Higher Education of the Russian Federation;NASA;NSF;Spanish Ministry of Science,10.13039/100006291;10.13039/100010663;10.13039/501100000780;10.13039/501100003359;10.13039/501100012190;10.13039/100000104;10.13039/100000001;10.13039/501100004837,https://ror.org/03awpb417;https://ror.org/0472cxd90;https://ror.org/00k4n6c32;https://ror.org/0097mvx21;https://ror.org/00ghqgy32;https://ror.org/027ka1x80;https://ror.org/021nxhr62;https://ror.org/05r0vyz12,Kosogorov N A;Kovalev Y Y;Kovalev Yu A;Perucho M,Parsec-scale evolution of the gigahertz-peaked spectrum quasar PKS0858279,Monthly Notices of the Royal Astronomical Society,2024-10-01,2024-01-23,18/7/2025,,vor,https://creativecommons.org/licenses/by/4.0/,11/01/2024,,journal-article,7/3/2024,,,101018682;PROMETEU/2019/071;PID2019-105510GB-C31;PID2019-107427GB-C33,Yes,,Unknown,,Crossref
3277,10.1029/2023gl107431,American Geophysical Union (AGU),NASA,10.13039/100000104,https://ror.org/027ka1x80,Allegrini F.;Clark G.;Damiano P. A.;Delamere P. A.;Ebert R. W.;McComas D. J.;Rabia J.;Sarkango Y.;Saur J.;Sulaiman A. H.;Szalay J. R.,Resonant Plasma Acceleration at Jupiter Driven by SatelliteMagnetosphere Interactions,Geophysical Research Letters,2024-04-03,2024-03-16,12/11/2025,4/3/2024,vor,http://creativecommons.org/licenses/by/4.0/,04/03/2024,,journal-article,7/3/2024,13/9/2024,,80NSSC23K0276;80NSSC23K0665,Yes,,Yes,Unpaywall,Crossref
3278,10.1021/acsearthspacechem.2c00041,American Chemical Society (ACS),NASA,10.13039/100000104,https://ror.org/027ka1x80,Nixon Conor A.,The Composition and Chemistry of Titans Atmosphere,ACS Earth and Space Chemistry,2024-02-29,2024-03-21,19/11/2024,29/2/2024,,https://creativecommons.org/licenses/by-nc-nd/4.0/,29/02/2024,,journal-article,7/3/2024,14/9/2024,,,Yes,,Yes,GetFTR,Crossref
3280,10.1016/j.icarus.2024.115955,Elsevier BV,"Center for Makroøkologi, Evolution og Klima;USDOE;NASA;National Nuclear Security Administration",10.13039/501100005193;10.13039/100000015;10.13039/100000104;10.13039/100006168,https://ror.org/035b05819;https://ror.org/01bj3aw27;https://ror.org/027ka1x80;https://ror.org/03sk1we31,Hubbard William B.;Militzer Burkhard,Study of Jupiters interior: Comparison of 2 3 4 5 and 6 layer models,Icarus,,2024-03-01,17/7/2025,,am,http://www.elsevier.com/open-access/userlicense/1.0/,20/01/2025,https://www.osti.gov/pages/biblio/2282231,journal-article,27/1/2024,14/9/2024,,,Yes,,Unknown,,Crossref
3281,10.3847/1538-4357/ad09bf,American Astronomical Society,DOE ∣ NNSA ∣ LDRD ∣ Lawrence Livermore National Laboratory;Heising-Simons Foundation;NASA ∣ Science Mission Directorate;NASA ∣ Science Mission Directorate;NSF,10.13039/100006227;10.13039/100014155;10.13039/100016465;10.13039/100016465;10.13039/100000001,https://ror.org/041nk4h53;https://ror.org/01mp52y34;https://ror.org/027ka1x80;https://ror.org/027ka1x80;https://ror.org/021nxhr62,Abrams Natasha S.;Bird Simeon;Chapline George;Dawson William;Golovich Nathan;Ho Ming-Feng;Lam Casey Y.;Lu Jessica R.;McGill Peter;Perkins Scott E.;Pruett Kerianne,Disentangling the Black Hole Mass Spectrum with Photometric Microlensing Surveys,The Astrophysical Journal,2024-01-24,2024-01-02,6/9/2024,24/1/2024,vor,http://creativecommons.org/licenses/by/4.0/,24/01/2024,https://www.osti.gov/pages/biblio/2282683,journal-article,27/1/2024,14/9/2024,http://orcid.org/0000-0002-2911-8657;http://orcid.org/0000-0002-0287-3783;http://orcid.org/0000-0003-2632-572X;http://orcid.org/0000-0002-5910-3114,22-ERD-037;2022-3542;ASTRO20-0022;80NSSC21K2043;1909641,Yes,,Yes,CHORUS,Crossref
3282,10.1021/acsestair.3c00008,American Chemical Society (ACS),Jet Propulsion Laboratory,10.13039/100006196,https://ror.org/027k65916,Diner David J.;Hasheminassab Sina;Janechek Nathan;Li Chengzhe;Wang Jun;Zhang Huanxin,Improvement of Surface PM<sub>2.5</sub> Diurnal Variation Simulations in East Africa for the MAIA Satellite Mission,ACS ES&amp;T Air,2024-01-29,2024-12-04,19/11/2024,29/1/2024,vor,https://creativecommons.org/licenses/by/4.0/,29/01/2024,,journal-article,5/2/2024,6/8/2024,,1583456,Yes,,Yes,GetFTR,Crossref
3283,10.1109/tgrs.2024.3356389,Institute of Electrical and Electronics Engineers (IEEE),NASA,10.13039/100000104,https://ror.org/027ka1x80,Arce Gonzalo R.;Harding David;MacKinnon James;Pena-Pena Karelia;Ramirez-Jaime Andres;Stephen Mark,HyperHeight LiDAR Compressive Sampling and Machine Learning Reconstruction of Forested Landscapes,IEEE Transactions on Geoscience and Remote Sensing,,2024-01-01,14/11/2025,1/1/2024,vor,,,,journal-article,5/2/2024,13/9/2024,,80NSSC19M0087;80NSSC22K1099,Yes,,Yes,Unpaywall,Crossref
3284,10.3847/1538-4357/ad0cee,American Astronomical Society,NASA;NASA,10.13039/100000104;10.13039/100000104,https://ror.org/027ka1x80;https://ror.org/027ka1x80,Baliukin Igor;Izmodenov Vladislav;Kornbleuth Marc Z.;Michael Adam T.;Opher Merav;Powell Erick;Tenishev Valeriy;Toth Gabor;Wood Brian E.,Ly Absorption in a Croissant-like Heliosphere,The Astrophysical Journal,2024-01-30,2024-01-02,10/7/2024,30/1/2024,vor,http://creativecommons.org/licenses/by/4.0/,30/01/2024,,journal-article,5/2/2024,8/6/2024,,18-DRIVE-2-0029;19-HELIO20-0023,Yes,,Yes,CHORUS,Crossref
3285,10.1029/2023ja032050,American Geophysical Union (AGU),Colorado State University;NASA;NSF;University of Colorado;University of Colorado Boulder,10.13039/100007235;10.13039/100000104;10.13039/100000001;10.13039/100010174;10.13039/100007493,https://ror.org/03k1gpj17;https://ror.org/027ka1x80;https://ror.org/021nxhr62;https://ror.org/00jc20583;https://ror.org/02ttsq026,Brain David A.;Dong Yaxue;Jarvinen Riku;Poppe Andrew R.,Localized Hybrid Simulation of Martian Crustal Magnetic Cusp Regions: Vertical Electric Potential Drop and Plasma Dynamics,Journal of Geophysical Research: Space Physics,2024-01-30,2024-02-01,10/9/2024,,vor,http://onlinelibrary.wiley.com/termsAndConditions#vor,30/01/2024,,journal-article,5/2/2024,17/4/2024,,,Yes,,No,CHORUS,Crossref
3286,10.3847/1538-4357/ad159a,American Astronomical Society,NASA ∣ SMD ∣ Astrophysics Division;NASA ∣ SMD ∣ Astrophysics Division,10.13039/100020014;10.13039/100020014,,Beaton Rachael L.;Cao Lyra;Claytor Zachary R.;Pinsonneault Marc H.;Teske Johanna;van Saders Jennifer L.,TESS Stellar Rotation up to 80 Days in the Southern Continuous Viewing Zone,The Astrophysical Journal,2024-06-02,2024-01-02,13/7/2024,6/2/2024,vor,http://creativecommons.org/licenses/by/4.0/,06/02/2024,,journal-article,10/2/2024,14/9/2024,,80NSSC21K0246;80NSSC18K18584,Yes,,Yes,CHORUS,Crossref
3287,10.1021/acs.est.3c09250,American Chemical Society (ACS),NASA,10.13039/100000104,https://ror.org/027ka1x80,Bloom A. Anthony;Gerlein-Safdi Cynthia;Kort Eric A.;Li Mengze;Plant Genevieve;Pu Tianjiao;Wu Dien,Underestimated Dry Season Methane Emissions from Wetlands in the Pantanal,Environmental Science &amp; Technology,2024-07-02,,19/11/2024,7/2/2024,vor,https://creativecommons.org/licenses/by-nc-nd/4.0/,07/02/2024,,journal-article,10/2/2024,22/2/2024,,80NSSC21K1005,Yes,,Yes,GetFTR,Crossref
3288,10.1088/1748-9326/ad2b2a,IOP Publishing,Earth Sciences Division,10.13039/100014573,https://ror.org/045s99b94,Anthony Katey Walter;Engram Melanie,Synthetic aperture radar (SAR) detects large gas seeps in Alaska lakes,Environmental Research Letters,2024-03-20,2024-01-04,26/8/2024,20/3/2024,vor,http://creativecommons.org/licenses/by/4.0,20/03/2024,,journal-article,22/2/2024,17/4/2024,,80NM0018D0004,Yes,,Yes,CHORUS,Crossref
3289,10.1038/s41597-024-03028-2,Springer Science and Business Media LLC,NASA,10.13039/100000104,https://ror.org/027ka1x80,Davidson Carol;Devadiga Sadashiva;Gao Huilin;Noojipady Praveen;Román Miguel O.;Sarkar Sudipta;Shah Deep;Zhang Rui;Zhang Shuai;Zhao Maosheng,Transitioning from MODIS to VIIRS Global Water Reservoir Product,Scientific Data,2024-02-15,,10/9/2024,15/2/2024,vor,https://creativecommons.org/licenses/by/4.0,15/02/2024,,journal-article,22/2/2024,8/6/2024,,80NSSC18K0939;80NSSC22K0586;80NSSC22K1552,Yes,,Yes,CHORUS,Crossref
3291,10.1016/j.tree.2024.01.011,Elsevier BV,Glenn Research Center;NSF,10.13039/100006193;10.13039/100000001,https://ror.org/059fqnc42;https://ror.org/021nxhr62,Lesser Michael P.;Rocha Luiz A.;Slattery Marc;Smith Tyler B.;Spalding Heather L.,Function and stability of mesophotic coral reefs,Trends in Ecology &amp; Evolution,,2024-06-01,17/7/2025,,am,http://www.elsevier.com/open-access/userlicense/1.0/,04/06/2025,,journal-article,7/3/2024,13/9/2024,,OCE 2306373,Yes,,Unknown,,Crossref
3293,10.1029/2023ja032343,American Geophysical Union (AGU),Iowa Space Grant Consortium;Planetary Science Division,10.13039/100005740;10.13039/100020017,https://ror.org/00fe3cc74;https://ror.org/04cr1bk24,Byrd Susanne;Girazian Zachary;Ruhunusiri Suranga,Properties of Mars Dayside LowAltitude Induced Magnetic Field and Comparisons With Venus,Journal of Geophysical Research: Space Physics,2024-02-26,2024-03-01,10/9/2024,26/2/2024,vor,http://creativecommons.org/licenses/by/4.0/,26/02/2024,,journal-article,7/3/2024,6/8/2024,,80NSSC21K0147,Yes,,Yes,CHORUS,Crossref
3294,10.1175/jpo-d-23-0139.1,American Meteorological Society,NSF;NSF;NSF;Science Mission Directorate;Science Mission Directorate,10.13039/100000001;10.13039/100000001;10.13039/100000001;10.13039/100016465;10.13039/100016465,https://ror.org/021nxhr62;https://ror.org/021nxhr62;https://ror.org/021nxhr62;https://ror.org/027ka1x80;https://ror.org/027ka1x80,Callies Jörn;Conn Scott;Fitzgerald Joseph,Interpreting Observed Interactions between Near-Inertial Waves and Mesoscale Eddies,Journal of Physical Oceanography,,2024-02-01,19/11/2024,1/2/2024,,http://www.ametsoc.org/PUBSReuseLicenses,01/02/2024,,journal-article,7/3/2024,7/8/2024,,OCE-1924354;OCE-1924354;OCE-1924354;80NSSC22K1445;80NSSC22K1445,Yes,,Yes,GetFTR,Crossref
3295,10.1063/5.0196670,AIP Publishing,Air Force Research Laboratory;Los Alamos National Laboratory;NASA;NSF;Sandia National Laboratories;USDOE,10.13039/100006602;10.13039/100008902;10.13039/100000104;10.13039/100000001;10.13039/100006234;10.13039/100000015,https://ror.org/02e2egq70;https://ror.org/01e41cf67;https://ror.org/027ka1x80;https://ror.org/021nxhr62;https://ror.org/01apwpt12;https://ror.org/01bj3aw27,Alrubkhi A.;Mafi A.;Neumann A.;Pettes M.;Topper B.;Weber R.;Wilke S. K.,Nonlinear optical properties of lanthanum titanate glasses prepared by levitation melting,Applied Physics Letters,2024-02-29,2024-02-26,19/11/2024,,,,,https://www.osti.gov/pages/biblio/2323539,journal-article,7/3/2024,7/8/2024,,FA9451-22-2-0016;89233218CNA000001;80NSSC19K1288;2217786;DE-NA-0003525;DE-SC0018601,Yes,,No,GetFTR,Crossref
3296,10.1063/5.0173655,AIP Publishing,NASA,10.13039/100000104,https://ror.org/027ka1x80,Foster John E.;Topham Tyler J.,A review of the impact of ground test-related facility effects on gridded ion thruster operation and performance,Physics of Plasmas,2024-01-03,2024-01-03,19/11/2024,,,,,,journal-article,7/3/2024,7/10/2024,,80NSSC21K1118,Yes,,Yes,GetFTR,Crossref
3298,10.1175/jas-d-23-0210.1,American Meteorological Society,"Bundesministerium für Bildung und Forschung;Bundesministerium für Bildung, Wissenschaft, Forschung und Technologie;Campus France;Deutsche Forschungsgemeinschaft;Deutsche Forschungsgemeinschaft;Deutsche Forschungsgemeinschaft;Deutsche Forschungsgemeinschaft;Deutsche Forschungsgemeinschaft;Deutsche Forschungsgemeinschaft;Deutsche Forschungsgemeinschaft;Japan Society for the Promotion of Science London;Max-Planck-Gesellschaft;NASA;National Research Foundation of Korea;NSF;NSF;NSF;Natural Environment Research Council;Natural Environment Research Council;Royal Society;Schmidt Family Foundation;Schmidt Family Foundation;Schmidt Family Foundation",10.13039/501100002347;10.13039/501100010571;10.13039/501100006537;10.13039/501100001659;10.13039/501100001659;10.13039/501100001659;10.13039/501100001659;10.13039/501100001659;10.13039/501100001659;10.13039/501100001659;10.13039/501100000646;10.13039/501100004189;10.13039/100000104;10.13039/501100003725;10.13039/100000001;10.13039/100000001;10.13039/100000001;10.13039/501100000270;10.13039/501100000270;10.13039/501100000288;10.13039/100016382;10.13039/100016382;10.13039/100016382,https://ror.org/04pz7b180;https://ror.org/04pz7b180;https://ror.org/04wtce741;https://ror.org/018mejw64;https://ror.org/018mejw64;https://ror.org/018mejw64;https://ror.org/018mejw64;https://ror.org/018mejw64;https://ror.org/018mejw64;https://ror.org/018mejw64;https://ror.org/02m7axw05;https://ror.org/01hhn8329;https://ror.org/027ka1x80;https://ror.org/013aysd81;https://ror.org/021nxhr62;https://ror.org/021nxhr62;https://ror.org/021nxhr62;https://ror.org/02b5d8509;https://ror.org/02b5d8509;https://ror.org/03wnrjx87;https://ror.org/014bj2y47;https://ror.org/014bj2y47;https://ror.org/014bj2y47,Achatz Ulrich;Alexander M. Joan;Becker Erich;Chun Hye-Yeong;Dörnbrack Andreas;Holt Laura;Plougonven Riwal;Polichtchouk Inna;Sato Kaoru;Sheshadri Aditi;Stephan Claudia Christine;Wright Corwin J.;van Niekerk Annelize,Atmospheric Gravity Waves: Processes and Parameterization,Journal of the Atmospheric Sciences,,2024-02-01,19/11/2024,1/2/2024,,http://www.ametsoc.org/PUBSReuseLicenses,01/02/2024,,journal-article,7/3/2024,14/9/2024,,01LG1905B;01 LG 1907;ANR-17-CE01-0016-01;AC 71/8-2;AC 71/9-2;AC 71/12-2;project number 274762653;project number 428312742;GW-TP/DO 1020/9-1;PACOG/RA 1400/6-1;22H00169;Minerva Fast Track Programme;80NSSC20K0950;2021R1A2C100710212;1642644;2004512;OAC-2004492;NE/S00985X/1;NE/V01837X/1;URF\R\221023;VESRI DataWave;VESRI DataWave;VESRI DataWave,Yes,,Yes,GetFTR,Crossref
3300,10.1038/s41467-024-44888-x,Springer Science and Business Media LLC,NASA;United States Department of Agriculture | Forest Service | Pacific Northwest Research Station,10.13039/100000104;10.13039/100013393,https://ror.org/027ka1x80;https://ror.org/02s42ys89,Babcock Chad;Butman David E.;D’Amore David V.;Halabisky Meghan;Moskal L. Monika;Stewart Anthony J.,Revealing the hidden carbon in forested wetland soils,Nature Communications,2024-01-25,,10/9/2024,25/1/2024,vor,https://creativecommons.org/licenses/by/4.0,25/01/2024,,journal-article,27/1/2024,14/9/2024,,80NSSC20K0427;20-JV-11261933-058 AM003,Yes,,Yes,CHORUS,Crossref
3301,10.1007/s12061-024-09566-x,Springer Science and Business Media LLC,NASA,10.13039/100000104,https://ror.org/027ka1x80,Chen Changjie;Guo Ziyi;Judge Jasmeet,A QGIS Plugin for GIS-based Multicriteria Decision Analysis: an Application of Developing Alternative Future Land-Use Scenarios in Ghana,Applied Spatial Analysis and Policy,2024-02-02,2024-06-01,10/9/2024,,vor,,,,journal-article,5/2/2024,13/9/2024,,80NSSC20K0153,Yes,,No,CHORUS,Crossref
3302,10.1007/s10909-023-03041-6,Springer Science and Business Media LLC,NASA,10.13039/100000104,https://ror.org/027ka1x80,Albert C.;Baselmans J.;Beyer A. D.;Bradford C. M.;Cothard N. F.;Day P. K.;Echternach P. M.;Foote L.;Glenn J.;Hailey-Dunsheath S.;Janssen R. M. J.;Kane E.;Leduc H.;Liu L.-J.;Nguyen H.;Perido J.;Zmuidzinas J.,High-Sensitivity Kinetic Inductance Detector Arrays for the PRobe Far-Infrared Mission for Astrophysics,Journal of Low Temperature Physics,2024-01-28,2024-02-01,10/9/2024,,vor,,,,journal-article,5/2/2024,13/9/2024,,80NM0018F0610 141108.04.02.01.36;80NM0018F0610 141108.04.02.01.36;80NM0018F0610 141108.04.02.01.36;80NM0018F0610 141108.04.02.01.36;80NM0018F0610 141108.04.02.01.36;80NM0018F0610 141108.04.02.01.36;80NM0018F0610 141108.04.02.01.36;80NM0018F0610 141108.04.02.01.36;80NM0018F0610 141108.04.02.01.36;80NM0018F0610 141108.04.02.01.36;80NM0018F0610 141108.04.02.01.36;80NM0018F0610 141108.04.02.01.36;80NM0018F0610 141108.04.02.01.36;80NM0018F0610 141108.04.02.01.36;80NM0018F0610 141108.04.02.01.36;80NM0018F0610 141108.04.02.01.36;80NM0018F0610 141108.04.02.01.36,Yes,,No,CHORUS,Crossref
3304,10.1007/s11214-024-01046-5,Springer Science and Business Media LLC,"Jet Propulsion Laboratory;NASA Postdoctoral Program;NASA, Jet Propulsion Laboratory",10.13039/100006196;10.13039/100023792;10.13039/100006196,https://ror.org/027k65916;https://ror.org/027k65916,Brueshaber Shawn R.;Cosentino Richard G.;Dahl Emma K.;Orton Glenn S.;Palotai Csaba;Rowe-Gurney Naomi;Sankar Ramanakumar;Sayanagi Kunio M.,Atmospheric Science Questions for a Uranian Probe,Space Science Reviews,2024-02-02,2024-02-01,10/9/2024,,vor,,,,journal-article,5/2/2024,14/9/2024,,,Yes,,No,CHORUS,Crossref
3305,10.3847/2515-5172/ad22d4,American Astronomical Society,NASA,10.13039/100000104,https://ror.org/027ka1x80,Van Laerhoven Christa;Volk Kathryn,Dynamical Classifications of Multi-opposition TNOs as of 2023 December,Research Notes of the AAS,2024-01-30,2024-01-30,10/7/2024,30/1/2024,vor,http://creativecommons.org/licenses/by/4.0/,30/01/2024,,journal-article,5/2/2024,14/9/2024,,80NSSC23K0886,Yes,,Yes,CHORUS,Crossref
3306,10.3847/1538-4357/ad16e5,American Astronomical Society,NASA ∣ Goddard Space Flight Center;NASA ∣ Goddard Space Flight Center,10.13039/100006198;10.13039/100006198,https://ror.org/0171mag52;https://ror.org/0171mag52,Holland-Ashford Tyler;Long Xi;Slane Patrick,Updated Proper Motion of the Neutron Star in the Supernova Remnant Cassiopeia A,The Astrophysical Journal,2024-08-02,2024-01-02,10/7/2024,8/2/2024,vor,http://creativecommons.org/licenses/by/4.0/,08/02/2024,,journal-article,10/2/2024,14/9/2024,,NAS8-03060;80NSSC18K0988,Yes,,Yes,CHORUS,Crossref
3307,10.1029/2023gl106600,American Geophysical Union (AGU),Goddard Space Flight Center,10.13039/100006198,https://ror.org/0171mag52,Beedle Jason;Burch James;Burkholder Brandon L.;Chen Li‐Jen;Cohen Ian;Escoubet Philippe;Fuselier Stephen A.;Gabrielse Christine;Gershman Dan;Gurram Harsha;Petrinec Steven M.;Pollock Craig;Rice Rachel C.;Shuster Jason,Dynamics of the Storm Time Magnetopause and Magnetosheath Boundary Layers: An MMSTHEMIS Conjunction,Geophysical Research Letters,2024-02-13,2024-02-28,4/8/2024,13/2/2024,vor,http://creativecommons.org/licenses/by/4.0/,13/02/2024,,journal-article,22/2/2024,7/8/2024,,80NSSC23K1601,Yes,,Yes,CHORUS,Crossref
3308,10.1093/mnras/stad3866,Oxford University Press (OUP),CNES;Deutsche Forschungsgemeinschaft;European Research Council;European Southern Observatory;Leverhulme Trust;NASA;STFC;Swiss National Science Foundation,10.13039/501100002830;10.13039/501100001659;10.13039/100010663;10.13039/501100004604;10.13039/501100000275;10.13039/100000104;10.13039/501100000271;10.13039/501100001711,https://ror.org/04h1h0y33;https://ror.org/018mejw64;https://ror.org/0472cxd90;https://ror.org/01qtasp15;https://ror.org/012mzw131;https://ror.org/027ka1x80;https://ror.org/057g20z61;https://ror.org/00yjd3n13,Acuña L;Alibert Y;Alonso R;Anglada G;Barrado Navascues D;Barros S C C;Baumjohann W;Baycroft T A;Beck M;Beck T;Benz W;Billot N;Boisse I;Bonfils X;Borsato L;Bourrier V;Brandeker A;Broeg C;Bárczy T;Carmona A;Charnoz S;Collier Cameron A;Cortés-Zuleta P;Csizmadia Sz;Cubillos P E;Davies M B;Deleuil M;Delfosse X;Deline A;Delrez L;Demangeon O D S;Demory B -O;Dransfield G;Duck A;Ehrenreich D;Erikson A;Fortier A;Forveille T;Fossati L;Fridlund M;Gandolfi D;Gill S;Gillon M;Güdel M;Günther M N;Hara N;Heidari N;Hellier C;Helling Ch;Hoyer S;Hébrard G;Isaak K G;Kerschbaum F;Kiefer F;Kiss L L;Kunovac V;Lalitha S;Lam K W F;Laskar J;Lecavelier des Etangs A;Lendl M;Magrin D;Marafatto L;Martin D;Martioli E;Maxted P F L;McCormac J;Miller N J;Mordasini C;Moutou C;Nascimbeni V;Olofsson G;Ottensamer R;Pagano I;Pallé E;Persson C M;Peter G;Piazza D;Piotto G;Pollacco D;Queloz D;Ragazzoni R;Rando N;Rauer H;Ribas I;Santerne A;Santos N C;Scandariato G;Sebastian D;Simon A E;Smith A M S;Sousa S G;Southworth R;Stalport M;Standing M R;Swayne M I;Szabó Gy M;Ségransan D;Thomas N;Triaud A H M J;Udry S;Ulmer B;Van Grootel V;Venturini J;Walton N A;Willett E;Wilson T G,The EBLM Project XI. Mass radius and effective temperature measurements for 23M-dwarf companions to solar-type stars observed with <i>CHEOPS</i>,Monthly Notices of the Royal Astronomical Society,2024-02-15,2024-02-15,18/7/2025,,vor,https://creativecommons.org/licenses/by/4.0/,15/02/2024,,journal-article,22/2/2024,9/5/2024,,837319;RA714/14-1;803193;724427;947634;RPG-2018-418;HF2-51464;ST/M001040/1;ST/T506175/1;ST/R000824/1;ST/V000861/1;ST/R003203/1;ST/R004838/1;200020_192038;51NF40–182901;51NF40–205606;PCEFP2_194576,Yes,,Unknown,,Crossref
